ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
Malaysian,Malaysian Beef Rendang,"Heat the coconut in a dry wok, stirring continuously until golden brown. Set aside to cool. Using a blender or a food processor, blend the shallots, garlic, chilies, ginger, and lemon grass to a thick paste. Grind the coriander, fennel, cumin and nutmeg. Using the wok, fry the shallot paste in a little oil for a few minutes. Add the ground coriander, fennel, cumin and nutmeg; cook for 3 to 4 minutes, stirring continuously. Add beef; cook over a medium heat for a further 3 to 4 minutes, or until meat is browned. Stir in sugar, coconut, cloves, cinnamon stick, coconut milk , and water. Bring to a boil, lower heat, and simmer until most of the liquid has gone and the meat is tender (about 1 hour). Season with salt to taste.","⅜ pound shallots, 3 cloves garlic, 15  dried red chile peppers, 5 slices fresh ginger root, 5  lemon grass, chopped, 2 teaspoons coriander seeds, 2 teaspoons fennel seeds, 2 teaspoons cumin seeds, 1 pinch grated nutmeg, 1 tablespoon vegetable oil, 1 ¼ pounds beef stew meat, cut into 1 inch cubes, 1 ½ tablespoons white sugar, 2 cups shredded coconut, 5  whole cloves, 1  cinnamon stick, 1 ⅔ cups coconut milk, ⅞ cup water,   salt to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F905e85674bb9473fd5d208f03585e5c6%2F4469173.jpg&q=60&c=sc&orient=true,"This dish has a unique flavor, and by varying the amounts of sugar and chilies a whole range of effects can be produced. Serve over rice.",Cuisine
Lebanese,Lebanese White Coffee,Divide orange blossom water between 2 tea cups. Add 1/2 cup boiling water to each cup and stir. Stir 1/2 teaspoon honey into each cup. Float a piece of orange blossom in each cup. Serve hot.,"1 teaspoon orange blossom water, 1 cup boiling water, 1 teaspoon acacia honey, 2  orange blossoms",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6100016.jpg&q=60&c=sc&orient=true,"The non-coffee, after-meal drink. Lebanese white coffee isn't coffee at all. It is a simple mixture of hot water, orange blossom water, and flavored honey.",Cuisine
Lebanese,Labneh (Lebanese Yogurt),"Mix Greek yogurt, olive oil, mint, dill, and kosher salt together in a bowl. Cover and refrigerate up to 12 hours. Using a very good olive oil is crucial to the flavor. Herbs can be any that you prefer. I like to use dill and mint.","1 ½ cups Greek yogurt, ¼ cup extra-virgin olive oil, 1 tablespoon chopped fresh mint, 1 tablespoon chopped fresh dill, ½ teaspoon kosher salt, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F1eb1ed32a9b645dfa8213f1e901d6c02%2F3707126.jpg&q=60&c=sc&orient=true,"This is a Lebanese dish, excellent for dipping with vegetables or spreading on bread. It can also be used as a topping for just about any dish.",Appetizers and Snacks
Lebanese,Middle Eastern Kibbeh,"Place bulgur in a microwave-safe bowl and cover with water just to the top of the bulgur. Place in the microwave and cook on High 1 to 2 minutes until bulgur is swollen and the water is absorbed. Toss briefly and allow to stand until cool. Place the mint leaves in the bowl of a food processor. Process, gradually adding onion through the feed tube, until both mint and onion are finely chopped. Stir the mint-onion mixture into the bulgur, with the cumin, allspice, salt, and pepper. Stir the bulgur mixture into the ground lamb and mix thoroughly. Using damp hands, shape the lamb mixture into small, palm-sized patties. Place the olive oil in a skillet and heat over medium heat. Add the kibbeh patties and cook until outside is golden brown and center is cooked through, turning once, about 6 minutes on each side. Kibbeh can also be baked in the oven. Preheat oven to 350 degrees F (175 degrees C). Press the lamb mixture evenly 3/4 to 1 inch thick into an 8x8 inch pan. Drizzle 3 tablespoons olive oil over the top. Bake in preheated oven until the top is light brown, 35 to 40 minutes depending on thickness. Cool, cut into diamond pieces while still in the pan, and serve.","⅔ cup medium coarse bulgur, 1 cup fresh mint leaves, 1 large onion, chopped, 1 teaspoon ground cumin, 1 teaspoon ground allspice, 1 teaspoon salt, ½ teaspoon ground black pepper, 1 ½ pounds lean ground lamb, 3 tablespoons olive oil",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6941225.jpg&q=60&c=sc&orient=true,"Kibbeh is a wonderful dish from the Middle East traditionally made with lamb meat but beef is acceptable, too. I prefer it made into patties and fried in olive oil. However, it is most often found in restaurants in baked form. Serve kibbeh with tahini, a sesame seed paste.",Cuisine
Lebanese,Labneh (Lebanese Cream Cheese),"Line a large colander with a cheesecloth. Stir salt into the yogurt, and pour the yogurt into the cheesecloth. Set the colander in the sink or bowl to catch the liquid that drains off. Leave to drain for 24 hours. After draining for the 24 hours, transfer the resulting cheese to a bowl. Stir in the olive oil. Store in a covered container in the refrigerator.","16 cups plain yogurt, 1 teaspoon salt, or to taste, ¼ cup olive oil",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6737738.jpg&q=60&c=sc&orient=true,"This is the Lebanese version of cream cheese, a lot tastier and lower in calories. Serve on a plate, sprinkled with olive oil, olives, tomatoes, cucumbers and mint. Or simply spread it like cream cheese on pita bread.",Appetizers and Snacks
Lebanese,Lebanese Chicken Shawarma,"Whisk yogurt, lemon juice, olive oil, tomato paste, garlic, cumin, coriander, salt, pepper, and red pepper flakes together in a bowl. Mix in chicken strips. Cover bowl with plastic wrap and place in the refrigerator to marinate, 8 hours to overnight. Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Remove chicken from the bowl and arrange in a single layer on a broiling pan. Discard excess marinade. Broil chicken, turning once, until juices run clear, about 10 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.","1 cup plain yogurt, ¼ cup lemon juice, 2 tablespoons olive oil, 1 tablespoon tomato paste, 3 cloves garlic, minced, 1 teaspoon ground cumin, 1 teaspoon ground coriander, ½ teaspoon salt, ½ teaspoon ground black pepper, ¼ teaspoon red pepper flakes, 2 pounds skinless, boneless chicken breasts, cut into 1/2-inch strips",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9045586.jpg&q=60&c=sc&orient=true,"This is a flavorful chicken dish, which I first tasted at a little Lebanese restaurant. While normally shawarma is sliced off a rotisserie, it can be made at home with just a few changes. Be warned, it takes a day of prep time. For lunch, serve as a sandwich in warmed flatbread with cucumber sauce, sliced onion, and seeded tomato. For dinner, serve with rice and lentils (for a treat, look up mujadarrah on this site).",Cuisine
Lebanese,Ma'amoul (Lebanese Date Cookies),"Mix semolina flour, all-purpose flour, mahlab, and salt together in a large bowl. Work clarified butter into the dry ingredients with your fingertips until thoroughly incorporated. Cover bowl and let dough rest at room temperature, 8 hours to overnight. Pour milk into a microwave-safe bowl. Microwave until just warm, about 15 seconds. Stir in sugar and yeast until dissolved. Let stand until foamy, about 5 minutes. Pour yeast mixture and orange blossom water over the dough and mix until evenly moistened. Pinch off a piece of dough and roll into a ball; it should hold its shape without cracking. Add more milk or orange blossom water if needed. Cover and let rest for 15 minutes. Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper or silicone baking mats. Sprinkle some flour over the ma'amoul molds and tap out the excess. Pinch off a walnut-sized piece of dough and roll into a ball. Press your thumb into the ball to create space for the filling. Work the edges with your fingers so the sides are even and fairly thin. Drop in a piece of date paste and pinch dough over it to seal. Place cookie into the mold cavity seam-side up. Press down so that the top is flush with edges of the mold. Trim off any excess dough. Invert the mold and tap it against your work surface to release the cookie. Repeat with remaining dough and date paste, arranging cookies 1 inch apart on the baking sheets. Bake in the preheated oven, 1 baking sheet at a time, until edges and bottoms are golden but tops are still mostly pale, about 15 minutes. Sift powdered sugar over the cookies while still slightly warm. Let cool completely. Store in an airtight container at room temperature. You can find the wooden molds (and any of the specialized ingredients) online or in Middle Eastern markets. A mix of orange blossom water and rosewater is traditional. I didn't use rosewater because I had run out, but I didn't miss it. See ""How to Make Clarified Butter"" on Allrecipes.","2 cups semolina flour, 1 cup all-purpose flour, ½ teaspoon ground mahlab, ½ teaspoon salt, 1 cup clarified butter, at room temperature, 5 tablespoons milk, 2 tablespoons white sugar, 1 teaspoon active dry yeast, 4 tablespoons orange blossom water, or more as needed, 10 tablespoons date paste (such as Ziyad®), cut into small pieces, 2 tablespoons powdered sugar, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F9cf8127aaa44be12b822fea5740cb7bb%2F1647383923IMG_7814.jpg&q=60&c=sc&orient=true,"After a few phone calls with my mom and grandma, I managed to write a detailed recipe for one of my favorite Lebanese sweets, ma'amoul. They take time to make, but are not very difficult. Wooden ma'amoul molds give them their distinctive decorative shapes.",Cuisine
Lebanese,Lamb Shawarma,"Place the yogurt, water, lemon juice, vinegar, olive oil, onion, and garlic into a large mixing bowl. Whisk in the salt, black pepper, cumin, nutmeg, clove, mace, and cayenne pepper until evenly blended. Mix in the lamb strips to coat. Cover the bowl with plastic wrap, and marinate in the refrigerator 12 to 24 hours (the longer the better). Heat a large skillet over high heat. Cook the lamb strips in a single layer in batches until the fat melts and the meat has browned and is no longer pink on the inside, about 5 minutes, turning occasionally.","½ cup plain yogurt, ¼ cup water, 2 tablespoons fresh lemon juice, 1 tablespoon distilled white vinegar, 1 tablespoon olive oil, ½ cup chopped onion, 2 cloves garlic, minced, 1 tablespoon salt, ½ teaspoon ground black pepper, ½ teaspoon ground cumin, ⅛ teaspoon ground nutmeg, ⅛ teaspoon ground cloves, ¾ teaspoon ground mace, 1 teaspoon cayenne pepper, 5 pounds boneless lamb shoulder, cut into 1/4-inch-thick strips",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4499761.jpg&q=60&c=sc&orient=true,"This is a wonderful Middle Eastern dish that I was introduced to by a friend of mine from Lebanon. This recipe yields an absolutely amazing tasting and tender final product. Shawarma can be used in pitas, be put on fattoush, on hommus, or eaten plain.",Cuisine
Lebanese,Lebanese Chicken and Potatoes,"Preheat oven to 425 degrees F (220 degrees C). Place chicken and potatoes in a large baking dish. Season generously with salt and white pepper. In a bowl, stir together garlic, olive oil, and lemon juice. Pour over chicken and potatoes. Cover dish with foil. Bake in preheated oven for 30 minutes. Remove foil, increase heat to 475 degrees F (245 degrees C), and cook until chicken and potatoes are golden, about 30 minutes.","8  cut up chicken pieces, 8  medium potatoes, peeled and quartered,   salt to taste,   ground white pepper to taste, 4 cloves garlic, crushed, ½ cup extra virgin olive oil, 1 cup fresh lemon juice",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9430275.jpg&q=60&c=sc&orient=true,"A traditional Lebanese dish of baked chicken and potatoes, which I learned from my mum. Unbelievably simple, but ever so delicious.",Cuisine
Lebanese,Chicken Shawarma,"In a glass baking dish, mix together the malt vinegar, 1/4 cup yogurt, vegetable oil, mixed spice, cardamom, salt and pepper. Place the chicken thighs into the mixture and turn to coat. Cover and marinate in the refrigerator for at least 4 hours or overnight. Preheat the oven to 350 degrees F (175 degrees C). In a small bowl, mix together the tahini, 1/4 cup yogurt, garlic, lemon juice, olive oil, and parsley. Season with salt and pepper, taste, and adjust flavors if desired. Cover and refrigerate. Cover the chicken and bake in the marinade for 30 minutes, turning once. Uncover, and cook for an additional 5 to 10 minutes, or until chicken is browned and cooked through. Remove from the dish, and cut into slices. Place sliced chicken, tomato, onion, and lettuce onto pita breads. Roll up, and top with the tahini sauce.","½ cup malt vinegar, ¼ cup plain yogurt, 1 tablespoon vegetable oil,   salt and pepper to taste, 1 teaspoon mixed spice, ¼ teaspoon freshly ground cardamom, 8  skinless, boneless chicken thighs, ½ cup tahini, ¼ cup plain yogurt, ½ teaspoon minced garlic, 2 tablespoons lemon juice, 1 tablespoon olive oil, 1 tablespoon chopped fresh parsley,   salt and pepper to taste, 4 medium tomatoes, thinly sliced, ½ cup sliced onion, 4 cups shredded lettuce, 8  pita bread rounds",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2050985.jpg&q=60&c=sc&orient=true,Awesome Lebanese sandwich served in most Lebanese restaurants. Can be served with Tahini sauce or Toum.,Cuisine
Lebanese,Best Hummus,"Place garbanzo beans, tahini, olive oil, lemon juice, water, garlic, and cumin into a food processor and process until smooth, about 1 minute. Transfer to a bowl and sprinkle top of hummus with paprika and fresh parsley.","1 (15 ounce) can garbanzo beans (chickpeas), drained, 3 tablespoons tahini, 2 tablespoons olive oil, 1 tablespoon fresh lemon juice, ¼ cup water, 3 cloves garlic, crushed, ½ teaspoon ground cumin (Optional), 1 pinch paprika, 1 sprig fresh parsley, chopped",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8171057.jpg&q=60&c=sc&orient=true,I serve this at least once a week with a chicken or steak meal or just as a quick snack. This is the basic hummus recipe and is simple yet delicious. Learned from my late grandfather who was of Lebanese descent. Serve with fresh Arabic bread.,Appetizers and Snacks
Korean,Korean Fried Chicken,"Gather all ingredients. Make marinade: Stir together chicken, onion, garlic, salt, and pepper in a medium bowl until chicken is coated. Cover the bowl with plastic wrap and refrigerate, 4 hours to overnight. Heat oil in a deep fryer or large saucepan to 340 degrees F (171 degrees C). While oil is heating, make batter: Whisk together cornstarch, flour, sugar, pepper, and salt in a large bowl. Gradually whisk in cold water until mixture resembles smooth pancake batter. Use tongs to remove chicken from marinade to batter; stir to coat chicken completely. Discard marinade. Working in batches, fry chicken in hot oil for 4 minutes. Transfer chicken to a cooling rack. Increase oil temperature to 375 degrees F (190 degrees C). Working in batches, fry chicken again in hot oil until golden brown and crispy, 3 to 4 minutes. Transfer to a wire rack to drain. Enjoy!,You can substitute 1/2 cup all-purpose flour, 3/4 teaspoon baking powder, and 1/4 teaspoon salt for the self-rising flour. Serve with Korean Fried Chicken Sauce. The nutrition data for this recipe includes the full amount of the breading ingredients. The actual amount of the breading consumed will vary. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and the specific type of oil used.","1 pound skinless, boneless chicken thighs, quartered, ½  yellow onion, grated, 4 cloves garlic, minced, 1 teaspoon fine salt, ½ teaspoon freshly ground black pepper",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fd5eba087e02319e104a3a9cdd470bee3%2F1691560134342IMG_4631.jpeg&q=60&c=sc&orient=true,"This Korean fried chicken recipe is officially my favorite. I've had every style of fried chicken known to man, so I've always considered myself an expert. No other method I've come across has the same combination of tender, juicy, flavorful chicken and plate-scratching crispiness as this recipe does. It's simply a must-try!",Cuisine
Korean,Japchae Korean Glass Noodles,"Fill a large pot with lightly salted water and bring to a rolling boil. Cook noodles in boiling water, stirring occasionally, until tender yet firm to the bite, 4 to 5 minutes. Drain, then rinse with cold water. Toss noodles with 1 teaspoon sesame oil; set aside. Whisk together soy sauce and sugar in a small bowl; set aside. Heat vegetable oil in a skillet over medium-high heat. Cook and stir carrots, asparagus, onions, and garlic in hot oil until softened, about 5 minutes. Stir in green onions and mushrooms; continue cooking and stirring for 30 seconds. Pour in soy sauce mixture, then add noodles. Cook and stir until noodles are warmed through, 2 to 3 minutes. Remove from heat and toss with sesame seeds and remaining 1 1/2 teaspoons sesame oil.","½ pound Korean dang myun noodles, 2 ½ teaspoons sesame oil, divided, 2 tablespoons soy sauce, 2 teaspoons white sugar, 1 tablespoon vegetable oil, 2  carrots, cut into match-stick size pieces, ½ pound asparagus, thinly sliced, ¾ cup thinly sliced onions, 2 cloves garlic, minced, 3  green onions cut into 1-inch pieces, ½ cup dried shiitake mushrooms, soaked until soft, then sliced into strips, 1 tablespoon sesame seeds",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8902342.jpg&q=60&c=sc&orient=true,"Serve japchae noodles hot, chilled, or at room temperature. These Korean glass noodles are delicious with teriyaki chicken or short ribs.",Cuisine
Korean,Korean Street Toast,"Mix cabbage, carrot, green onion, salt, pepper, and cayenne with your hands in a bowl until soft, about 30 seconds. Mix in eggs with a fork until thoroughly combined. Melt 2 tablespoons butter in a nonstick skillet over medium heat. Add bread slices and flip a few times to make sure both sides are coated with butter. Grill bread until beautifully toasted, golden brown, and a little crispy on both sides. Transfer to a plate. Melt remaining 1 tablespoon butter in the same skillet over medium heat. Add cabbage mixture; cook and simultaneously mix by using the edge of a spatula to chop down on the surface while pushing the edges up and over the top. As the mixture starts to hold its shape, form it into a rectangle that's about twice as long as it is wide. Split the rectangle in half into two square patties; continue to cook until golden brown, 1 1/2 to 2 minutes per side. Stack patties on top of one another onto one slice of toast and sprinkle with sugar. Place ham slices into the hot skillet; cook over medium heat until sizzling, 1 to 2 minutes. Flip and top with Cheddar slice; cook until melted, about 1 minute. Place ham and cheese on top of patties; top with ketchup, mayonnaise, and remaining slice of toast. Cut in half and serve. You can use grated carrot instead of julienned, Korean chile flakes instead of cayenne, and American cheese instead of Cheddar. To make a smaller sandwich, use fewer vegetables and one egg.","1 cup thinly sliced green cabbage, ⅓ cup julienned carrot, 1 stalk green onion, thinly sliced, ½ teaspoon kosher salt, or to taste, ¼ teaspoon ground black pepper, 1 pinch cayenne pepper, 2 large eggs, 3 tablespoons salted butter, divided, 2 thick slices white bread, ½ teaspoon white sugar, or to taste, 2 thin slices  smoked ham, 1 slice mild Cheddar cheese, 1 tablespoon ketchup, or to taste, 1 tablespoon mayonnaise, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F2c92119a48586b1d6b070ba0114443c8%2F1693178143721PXL_20230827_195233056-2.jpg&q=60&c=sc&orient=true,"Try my version of Korean street toast for one of the most memorable sandwich experiences of your life. A slightly sweet, super savory vegetable and egg patty is sandwiched with smoky ham, melty Cheddar, and a ridiculous amount of mayo and ketchup between two slices of crispy, buttered bread. You'll eat almost a whole serving of vegetables and barely even notice!",Main Dishes
Korean,Yummy Korean Glass Noodles (Japchae),"Break noodles into small pieces. Place into a deep dish and cover with hot tap water; soak for 10 minutes. Meanwhile, whisk boiling water, soy sauce, and brown sugar together in a 2-cup liquid measure. Drain noodles and transfer to a bowl. Pour soy mixture over top and soak for 2 minutes. Heat oil in a large skillet over medium heat. Add noodles and soy mixture; cook and stir until hot, about 5 minutes. Transfer noodles and sauce to serving bowls. Garnish with sesame seeds.","1 (8 ounce) package sweet potato vermicelli (glass noodles), ½ cup boiling water, ½ cup reduced-sodium soy sauce, ¼ cup brown sugar, 3 tablespoons vegetable oil, 1 teaspoon toasted sesame seeds",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fab0d24d002fc5471ed7e87cdd9c8c51a%2F5235933.jpg&q=60&c=sc&orient=true,"I created this glass noodle recipe because japchae is my favorite appetizer dish at Korean restaurants. This may not be the traditional japchae that includes meats and vegetables, but it's sweet and delightful. Serve as an appetizer or pair with chicken or meat.",Everyday Cooking
Korean,Easy Bulgogi (Korean BBQ Beef),"Gather all ingredients. Whisk soy sauce, white and light green parts of green onions, yellow onion, sugar, garlic, sesame seeds, sesame oil, red pepper flakes, ginger, and black pepper together in a large glass or ceramic bowl. Add steak slices and toss to evenly coat. Cover the bowl with plastic wrap and marinate in the refrigerator for 1 hour, or up to 1 day. Heat a wok or large skillet over medium heat. Working in batches, cook and stir steak and marinade together in the hot skillet, adding honey to caramelize the steak, until steak is cooked through, about 5 minutes. Garnish bulgogi with dark green parts of green onions.","⅓ cup soy sauce, 2  green onions, chopped, dark green parts separated from white and light green parts, ¼  yellow onion, thinly sliced, 3 tablespoons white sugar, 3 cloves garlic, minced, 2 tablespoons toasted sesame seeds, 1 tablespoon sesame oil, ¼ teaspoon Korean red pepper flakes, ¼ teaspoon minced fresh ginger, ⅛ teaspoon ground black pepper, 1 ½ pounds beef sirloin steak, cut very thin using kitchen shears, 1 teaspoon honey, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8832404.jpg&q=60&c=sc&orient=true,"Bulgogi, or Korean barbecued beef, is made with marinated sliced beef. Most recipes call for crushed pear to tenderize the meat. My boyfriend's Korean mother says Coca-Cola can also be used for the same purpose. This recipe uses very thinly-sliced sirloin steak, so tenderization isn't necessary. It's delicious served with rice, lettuce leaves, and chile paste or kimchi.",Cuisine
Korean,Kalbi (Korean BBQ Short Ribs),"Stir together soy sauce, brown sugar, water, green onions, garlic, and sesame oil in a bowl until sugar has dissolved. Place ribs in a large resealable plastic bag. Pour marinade over ribs. Seal the bag and refrigerate for 3 hours to overnight. Preheat an outdoor grill for medium-high heat; lightly oil the grate. Remove ribs from the bag; shake off excess marinade and discard marinade. Grill ribs on the preheated grill until meat is still pink but not bloody nearest the bone, 5 to 7 minutes per side.","¾ cup soy sauce, ¾ cup brown sugar, ¾ cup water, 2  green onions, chopped, 1  garlic clove, minced, 1 tablespoon Asian (toasted) sesame oil, 2 pounds Korean-style short ribs (beef chuck flanken, cut 1/3 to 1/2 inch thick across bones)",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F9df7be5f45b99c2fb998f718adb7c8ed%2F168778812886820230625_215608.jpg&q=60&c=sc&orient=true,"Kalbi is a staple of Korean fine dining but is too expensive in restaurants. It is simple to make at home and will leave your guests asking for more. Total time includes marinating time. It's traditionally served sliced, rolled in romaine lettuce leaves with white rice, lightly browned garlic slices, and gochujang (Korean red pepper paste).",Cuisine
Korean,Bibimbap (Korean Rice With Mixed Vegetables),"Stir together cucumber pieces and gochujang paste in a bowl; set aside. Bring about 2 cups water to a boil in a large nonstick skillet and stir in spinach; cook until bright green and wilted, 2 to 3 minutes. Drain spinach and squeeze out as much moisture as possible; set spinach aside in a bowl and stir in soy sauce. Heat 1 teaspoon olive oil in a large nonstick skillet; cook and stir carrots until softened, about 3 minutes. Stir in garlic and cook just until fragrant, about 1 minute. Stir in cucumber mixture; sprinkle with red pepper flakes. Set carrot mixture aside in a bowl. Brown beef in a clean nonstick skillet over medium heat, about 5 minutes per side; set aside. Heat remaining 1 teaspoon olive oil in another nonstick skillet over medium-low heat. Fry eggs just on one side until yolks are runny, but whites are firm, 2 to 4 minutes. Divide cooked rice into 4 large serving bowls; top with spinach mixture, a few pieces of beef, and cucumber mixture. Place 1 egg atop each serving. Drizzle each bowl with 1 teaspoon sesame oil, a sprinkle of sesame seeds, and a small amount of gochujang paste if desired. You can use Sriracha sauce instead of gochujang, or substitute with soy sauce for those who cannot handle the spiciness.","1  English cucumber, cut into matchsticks, ¼ cup gochujang (Korean hot pepper paste) (Optional), 1 bunch fresh spinach, cut into thin strips, 1 tablespoon soy sauce, 2 teaspoons olive oil, divided, 2  carrots, cut into matchsticks , 1 clove garlic, minced, 1 pinch red pepper flakes, 1 pound thinly-sliced beef top round steak, 4  large eggs, 4 cups cooked white rice, 4 teaspoons toasted sesame oil, divided, 1 teaspoon sesame seeds, 2 teaspoons gochujang (Korean hot pepper paste), divided (Optional)",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9192192.jpg&q=60&c=sc&orient=true,"This bibimbap recipe makes a popular and delicious Korean meal. Meaning mixed rice, bibimbap is a delicious rice bowl topped with vegetables, beef, a whole egg, and gochujang (red chili pepper paste). Traditionally, bibimbap was eaten on the eve of the Lunar New Year, to use up any leftovers before the start of the new year.",Cuisine
Korean,Kimchi,"Why buy store-bought kimchi when you can make your own at home? This top-rated kimchi recipe is full of bold flavor. Kimchi is a traditional Korean dish made with fermented vegetables. Its ingredients can vary, but napa cabbage and Korean radish are common bases. Kimchi also often includes green onions, ginger, and garlic. Kimchi’s flavor and intensity can vary based on the ingredients used, but it should be some combination of  sour, salty, and spicy.. You'll find a detailed ingredient list and step-by-step instructions in the recipe below, but let's go over the basics:,This recipe starts with two heads of napa cabbage. Rubbing the cabbage with coarse sea salt draws out the excess moisture, extends the shelf life, and adds flavor. You’ll also need fish sauce, green onions, white onion, garlic, white sugar, ground ginger, and gochugaru. Here’s a brief overview of what you can expect when you make this homemade kimchi recipe:,Explore our collection of Recipes to Make with Kimchi for delicious inspiration. Here are a few of the top-rated ideas you’ll find:,Refrigerate the kimchi before serving. Store the kimchi, tightly sealed, in an airtight container in the refrigerator for up to one month. “It is super easy,” raves Michelle Kotzian. “As much as we eat kimchi around here, it is a life saver. I had tried other recipes for kimchi and it never turned out right. If the recipe seems too salty for you, make sure you rinse your cabbage well before adding spices.”,“I am making another batch this weekend, since my first batch won't last another day,” according to Warren Westlund. “It goes with almost every savory dish. Do rinse the cabbage very thoroughly after it sits and sweats.”,Editorial contributions by Corey Williams,Cut cabbages in half lengthwise and trim the ends. Rinse and cut into pieces about 2 inch square. Place cabbage into large resealable bags; sprinkle salt evenly over leaves to coat. Use your hands to rub salt into cabbage. Seal the bags and leave at room temperature for 6 hours. Rinse cabbage leaves under cold water, at least 2 to 3 times, to remove most of the salt; drain and squeeze out any excess liquid. Place rinsed cabbage in a large container with a tight fitting lid. Stir in fish sauce, green onions, white onion, garlic, sugar, and ginger. Sprinkle Korean chile powder over mixture.; wear plastic gloves to protect your hands and rub chile powder into cabbage leaves until evenly coated. Seal the container and set in a cool dry place. Leave undisturbed for 4 days. Refrigerate before serving, and store in the refrigerator for up to 1 month (if it lasts that long!). Nutrition data for this recipe includes the full amount of salt before the cabbage is rinsed. The actual amount of salt consumed will vary.","2 heads napa cabbage, 1 ¼ cups coarse sea salt, 1 tablespoon fish sauce, 5  green onions, chopped, ½ small white onion, minced, 2 cloves garlic, pressed, 2 tablespoons white sugar, 1 teaspoon ground ginger, 5 tablespoons gochugaru (Korean chili powder)",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fc6e8dad9f9e6c6c1835e24cf09074da7%2F16900375743757-kimchi_jars-web.jpg&q=60&c=sc&orient=true,Kimchi is a popular Korean fermented cabbage dish that's spicy and slightly sweet. I spent a year in South Korea and fell in love with kimchi! My friend Myong was kind enough to share her recipe and technique with me. Use this kimchi in stir fries or your favorite Korean dishes.,Cuisine
Korean,Kongnamool (Korean Soybean Sprouts),"Bring a large pot of lightly salted water to a boil; add bean sprouts and cook, uncovered, until tender yet still crisp, about 15 seconds. Drain in a colander, then immediately immerse in ice water for several minutes to stop the cooking process. Drain well and set aside. Whisk sesame oil, soy sauce, Korean chile powder, sesame seeds, and garlic together in a large bowl. Stir in bean sprouts and toss to coat; sprinkle with green onions and season with rice wine vinegar. Refrigerate before serving.","1 pound soybean sprouts, ¼ cup sesame oil, 2 tablespoons soy sauce, 2 tablespoons Korean chile powder, 2 teaspoons sesame seeds, 1 ½ teaspoons garlic, minced, ¼ cup chopped green onion, 2 teaspoons rice wine vinegar, or to taste",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8134344.jpg&q=60&c=sc&orient=true,These Korean bean sprouts with the flavor of kimchi are truly delicious. Enjoy with a bowl of rice.,Side Dish
