recipe_id,ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
81,Southern Recipes,Best Jambalaya,"This jambalaya recipe is savory, spicy, and oh-so satisfying. The Allrecipes community can't get enough of the top-rated jambalaya — it has earned more than 1,000 rave reviews from happy home cooks. Jambalaya is a one-pot dish that's made with rice, meat or seafood, and vegetables. With French and Spanish influences, jambalaya is quite similar to paella. The name ""jambalaya"" likely comes from the Provençal word ""jambalaia,"" which means mishmash. Like many Cajun and Creole foods, jambalaya starts with the Cajun holy trinity: a flavor base of onion, bell peppers, and celery. Learn more: What's the Difference Between Gumbo and Jambalaya?,These are the ingredients you'll need to make the best jambalaya of your life:,· Oil: Chicken and andouille sausage are sautéed in peanut oil.
· Sausage: Opt for andouille sausage for the most authentic jambalaya.
· Chicken: Cut one pound of boneless, skinless chicken breasts into 1-inch pieces.
· Spices and seasonings: This chicken and sausage jambalaya is flavored with Cajun seasoning, fresh garlic, red pepper flakes, salt, pepper, hot sauce, Worcestershire sauce, and file powder.
· Vegetables: You'll need an onion, green bell peppers, and celery.
· Rice: Opt for plain white rice for this jambalaya recipe.
· Broth: Use store-bought or homemade chicken broth to cook the rice. You'll find the full, step-by-step recipe below – but here's a brief overview of what you can expect when you make this tried-and-true chicken and sausage jambalaya:,1. Cook the meat: Season the sausage and chicken pieces with Cajun seasoning. Sauté the sausage until browned, then remove with a slotted spoon and set aside. Sauté chicken until lightly browned on all sides. Remove with a slotted spoon and set aside.
2. Cook the vegetables: In the same pot, sauté the onion, celery, bell pepper, and garlic until tender. Stir in the crushed tomatoes and seasonings. Add the meat and cook for 10 minutes.
3. Add the rice: Stir in the rice and chicken broth. Bring to a boil, reduce the heat, and cook until all the liquid is absorbed. Jambalaya, with its hearty and satisfying ingredients, is a meal all on its own. You don't technically need to serve it with anything. If you want to go the extra mile, though, here are a few mouthwatering ideas:,· Grandmother's Buttermilk Cornbread
· Cajun Corn and Bacon Maque Choux
· Southern-Style Crowder Peas,Explore our entire collection of Cajun Side Dish Recipes. Allow the jambalaya to cool completely, then transfer it to an airtight container. Store in the refrigerator for three to four days. Reheat on the microwave or stove. If you're worried about the jambalaya drying out as it reheats, add a bit of broth to keep it moist. Yes, you can freeze jambalaya for up to three months. Ladle it (in serving-size portions) into zip-top freezer bags. Wrap each bag in foil and freeze flat. ""I have made this recipe several times now,"" says Jamie. ""This time I added more vegetables and used fresh tomatoes from my garden! We all love it and will make it over and over again!"",""Wow,"" raves one Allrecipes community member. ""This was soooooo yummy and easy to prepare. I made it the first time for a small dinner party and it was a hit. The little bit of leftovers the next day heated up nicely and tasted terrific."",""Made this tonight and loved it,"" says Lola Marie. ""So easy and so delicious! I'll definitely be making it again."",Editorial contributions by Corey Williams,Gather all ingredients. Heat 1 tablespoon of peanut oil in a large heavy Dutch oven over medium heat. Season the sausage and chicken pieces with Cajun seasoning. Sauté sausage until browned. Remove with slotted spoon, and set aside. Add 1 tablespoon peanut oil, and sauté chicken pieces until lightly browned on all sides. Remove with a slotted spoon, and set aside. In the same pot, saute onion, bell pepper, celery, and garlic until tender. Stir in crushed tomatoes, and season with red pepper, black pepper, salt, hot pepper sauce, Worcestershire sauce, and filé powder. Stir in chicken and sausage. Cook for 10 minutes, stirring occasionally. Stir in the rice and chicken broth. Bring to a boil, reduce heat, and simmer for 20 to 25 minutes, or until liquid is absorbed. Serve and enjoy!"," peanut oil, Cajun seasoning, andouille sausage, boneless skinles chicken breasts, onion, small green bell pepper, stalk celery, clove garlic, crushed Italian tomatoes, red pepper flakes, ground black pepper, salt, hot pepper sauce, Worcestershire sauce, file powder, uncooked white rice, chicken broth",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFe9decffcbccdf9cF9__E9D-FDD-C-B9-BDDACC.jpeg&q=&c=sc&orient=true,"A spicy jambalaya with chicken, andouille sausage, rice, Cajun seasoningthat'easy to make in one pot.","Soups, Stewand Chili Recipes"
82,Southern Recipes,Best Fried Green Tomatoes,"Southern-style fried green tomatoeare the crisp, tangy, boldly savory appetizer you should be making all year. Thiclassic, down-home dish featuresliced unripe tomatoethat are dredged in flour, cornmeal before being skillet-fried to buttery-brown perfection. Our community of home cooklovethe simple seasoningand wonderful crunch of thiold-fashioned recipe. Learn how to make, store, freeze the tastiest fried green tomatoeever. Green tomatoeare unripe red tomatoe with much firmer flesh, a sharp, tart flavor. Most are intentionally picked before maturing to ensure the crispest, driest fruit possible. Because they have a lower water content, green tomatoeare perfectly suitable for sauteeing, frying. Your fried tomatoewill hold up best if you cut them horizontally in - to -inch thicks. If you like, you sprinkle a tiny of sugar on each to chase away any lingering bitterness. Before frying, dredge the tomatoin seasoned flour — or make a thicker breading: dip thelightly in flour, then in beaten egg, followed by a substantial coating of breadcrumbs, cornmeal cracker crumbs. For real down-home flavfry them in bacon grease . Whatever kind of fat you use, make sure it'around degreeF for crispy golden-brown results. Half the fun of eating fried green tomatoeidipping them in a creamy, flavorful sauce. Serve thiSouthern dish with zippy remoulade, honey mustard a sweet chili sauce for an incredibly delicioufinish. Whip up your sauce ahead of time so the flavorhave time to meld ayou prepare, cook the fried green tomatoes. Although fried green tomatoeare best enjoyed piping hot, perfectly crisp, you store them in the refrigerator for one to two days. Keep them in an airtight container, reheat in an oiled skillet, oven air fryer. After being cooked, fried green tomatoeare not great candidatefor freezing. Butd, battered green tomatoebe stored safely in the freezer for up to a year. Simply pat tomatoedry, dip them in egg wash, dredge in a flour-cornmeal mixture, then freeze. Use an airtight container or freezer bag to hold the battered tomatoes. You'll have zesty, Southern-style goodnesready to pop into the skillet year-round. Culinary producer Nicole McLaughlin saythese fried green tomatoeare perfectly crunchy on the outside, but tender, juicy on the inside. Here are a few of her best tipand trickfor making these ""summer delights:"",""Just made thiand it wafantastic!"" ravehome cook Larry. ""I love fried green tomatoeand thione hit the bullseye. Will definitely use thione again. It reminded me of when I wayoung, my mom made it."",""Thiia quick summer meal with a salad or cottage cheese out on the patio next to the pool,"" shareTBIRD. ""Thankfor the recipe!"",""I added garlic powder, used cayenne pepper instead of black pepper because I love the warmth of it,"" sayreviewer Elana. ""I used almond milk instead of cow'milk — just dependon your preference."",Editorial contributionby Carl Hanson, Rai Mincey, Corey Williams,Gather all ingredients. tomatoeinch thick. Discard the ends. Whisk eggand milk together in a medium-sized bowl. Scoop flour onto a plate. Mix cornmeal, bread crumbs, salt, pepper on another plate. Dip tomatoeinto flour to coat. Then dip tomatoeinto milk, egg mixture; dredge in breadcrumbto completely coat. Heat oil in a large deep skillet to degreeF . Place tomatoein hot oil in batcheof or, to prevent them from touching; fry until crisp, golden brown on one side, then flip, fry on other side. Transfer fried tomatoeto a paper towel-lined plate to drain. Repeat with remaining tomatoes. Serve hot, enjoy!,We have determined the nutritional value of oil based on a retention value of after cooking. The exact amount may vary depending on cook time, temperature, ingredient density, the specific type of oil used."," large green tomatoes, eggs, milk, all-purpose flour, cornmeal, bread crumbs, coarse kosher salt, ground black pepper, quart vegetable oil",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFeb9faccfb9aa9c9F99999.jpg&q=&c=sc&orient=true,"Serve these fried green tomatoeoutside with a glasof iced tea one summer night, enjoy the sunset with someone you love. You also fry up red tomatoe with thirecipe but make sure they are not overripe or they will be mushy.",Vegetables
83,Southern Recipes,Fresh Southern Peach Cobbler,"Classic peach cobbler ialwaya hit when peacheare at their peak. Thiparticular cobbler haover, five-star ratings, so we're confident you'll be thrilled with the results, too. A warm mixture of sweetened, juicy peacheitopped with a biscuit-like dough, sprinkled in cinnamon sugar. Although it'made from scratch with fresh peaches, thieasy peach cobbler iincredibly simple, cometogether in just one hour. No fresh peaches? See below for tipon using canned or frozen peacheduring the off season. A cobbler — not to be confused with a crisp or crumble — ia deep-dish fruit dessert with a sweetened fruit filling that itopped off with a biscuit-like dough. The dough may cover the entire dish or be dropped by the spoonful, earning it the name ""cobbler"" for itresemblance to a cobblestone street. It giveyou the same fruit-and-pastry combination apie, but without all the effort. In the case of peach cobbler, fresh, frozen canned peachemay be combined with sugar, spices, lemon juice, cornstarch . Awith all cobblers, it'finished off with a biscuit-like topping, sprinkled with a cinnamon-sugar mixture. Although it'hard to beat a ripe, juicy peach during peak season, canned , frozen peache make a great alternative when fresh inot an option. Reviewersay they had succeswith both canned, frozen peaches:,Picking a perfectly ripe peach seem tricky, but you rely on three simple sensory cues: look, touch, smell. A ripe peach will have a golden-hue near the stem, it should give slightly to your grip, it will have a sweet, fragrant smell. If your peachearen't ripe, here'the good news: They will continue to ripen with a little patience. Place unripe peacheon the counter stem-side-down at room temperature until ripe. Most folkchoose to peel their peaches, but you absolutely leave the skin on. The skin will soften ait bakeand be far lesnoticeable once cooked. If you do choose to peel them you do so one of two ways:,It just wouldn’t be summer without a homemade peach cobbler, according to culinary developer, test kitchen expert Nicole McLaughlin . Here are a few of her favorite tipand trickfor a perfect cobbler every time:,While it ibest right out of the oven , cobbler will keep covered in the fridge for up to four days. To reheat, microwave to your desired temperature or bake at degreeF for about minutes until warmed through. ""Coming from the Peach State, I'm really picky about peach cobbler,"" sayreviewer AlliePeacock. ""Thirecipe ifantastic!"",""Last summer I also made batcheof the filling, then froze it, had delicioucobbler all winter long,"" sayreviewer TraviHalling. Editorial contributionby Melanie Fincher, Corey Williams,Gather all ingredients. Preheat the oven to degreeF . Combine peaches, white sugar, brown sugar, cinnamon, nutmeg, lemon juice, cornstarch in a large bowl; tosto coat evenly, pour into a -quart baking dish. Bake in preheated oven for minutes. Meanwhile, combine flour, white sugar, brown sugar, baking powder, salt in a large bowl. Blend in butter with your fingertipor a pastry blender until mixture resemblecoarse meal. Stir in water until just combined. Remove peachefrom oven, drop spoonfulof topping over them. Mix white sugar, cinnamon together in a small bowl; sprinkle over entire cobbler. Bake in the preheated oven until topping igolden, about minutes."," fresh peache, pitted into thin wedges, white sugar, brown sugar, ground cinnamon, ground nutmeg, fresh lemon juice, cornstarch, all-purpose flour, white sugar, brown sugar, baking powder, salt, unsalted butter, chilled boiling water, white sugar, ground cinnamon",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFaf9fdb9e99dcF9tempImageHbCGuT.png&q=&c=sc&orient=true,"Thipeach cobbler recipe isomething I've perfected over the years. It'loved by all. Use fresh Georgia peaches, of course!",Desserts
84,Southern Recipes,Sweet Potato Pie,"There'nothing like a freshly baked sweet potato pie to usher in the holiday season. The autumnal dessert just tastelike home, doesn't it? Thitop-rated sweet potato pie recipe, which isubtly spiced with ingredientyou probably already have on hand, habeen beloved by the Allrecipecommunity for decades. Learn how to make, store, freeze, serve the best sweet potato pie of your life with thicommunity favorite recipe. If you have fresh sweet potatoeand a few kitchen staples, you likely have everything you need to make thihomemade sweet potato pie. Sweet potato, pumpkin pieare both autumnal dessertthat are popular during the cooler months, particularly during the holiday season. Pumpkin pie haa milder flavor that'typically flavored with a lot of spices. Sweet potatoeare naturally a bit sweeter, flavorful, so sweet potato pie doesn't usually feature amany spices. Pumpkin pie ialso generally quite dense, while it'sweet potato-based counterpart islightly more airy. It'easier than you think to make a bakery-worthy sweet potato pie. You'll find the full recipe below, but here'a brief overview of what you expect:,Yes, you make sweet potato pie ahead of time! It'a great idea if you're prepping for a holiday, want to conserve oven space on the big day. Store sweet potato pie in the fridge, covered tightly in storage wrap or aluminum foil, for three to four days. You should refrigerate the pie asoon ait hacooled to room temperature. You absolutely freeze sweet potato pie —, you should if you want to get a jump-start on holiday baking. To freeze sweet potato pie, bake it in an aluminum pie plate . Cover the cooled pie in several layerof storage wrap. Top the storage wrap with a layer of aluminum foil. Thaw in the fridge overnight. ""Thipie lasted all of about minutein my house,"" sayCALLMEVAN. ""Everybody enjoyed a change from the usual pumpkin pie."",""Smellterrific while it'baking, the taste iamazing! We topped ourwith real whipped cream mixed with a little vanilla."",""Thiia wonderful recipe,"" raveGeri. ""The first time I followed the directionexactly. It wareally good. The second time I used the blender to mix all of the ingredientand it waeven better."",Editorial contributionby Corey Williams,Place whole sweet potato in pot, cover with water; bring to a boil. Boil until tender when pierced with a fork, to minutes. Preheat the oven to degreeF . Remove sweet potato from the pot, run under cold water. Remove, discard skin. Break sweet potato flesh apart, place in a bowl. Add butter, mix with an electric mixer until well combined. Add sugar, milk, eggs, nutmeg, cinnamon, vanilla; beat on medium speed until mixture ismooth. Pour filling into unbaked pie crust. Bake in the preheated oven until a knife inserted in the center comeout clean, to minutes. Remove from the oven, let cool before serving. Pie will be puffed up like a soufflé when you remove it from the oven, but will deflate ait cools."," sweet potato, butter, white sugar, milk, large eggs, ground nutmeg, ground cinnamon, vanilla extract, unbaked pie crust",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFfdecbe99eceadcFIMG_9.jpeg&q=&c=sc&orient=true,"Thisweet potato pie recipe washared with me by a special friend in Atlanta, GA. It halong been a favorite, everyone who tasteit sayit ithe best they've ever had.",Desserts
85,South African,"Zimbabwean Chicken, Vegetable Soup","Heat the olive oil over medium heat in a large soup pot; cook, stir the onion in the hot oil until translucent, about minutes. Whisk of vegetable stock, the peanut butter into the onionuntil the mixture ismooth. Beat in remaining vegetable stock, diced tomatoe with their liquid, crushed red pepper flakes; bring to a boil, reduce heat to medium low, cook at a simmer for minutes, stirring occasionally. Stir in the cabbage, sweet potato, carrot, turnip; simmer, stirring occasionally, until the vegetableare tender, about more minutes. Stir in the okra, chicken, simmer until the okra itender, about additional minutes."," olive oil, onion, vegetable stock, peanut butter, canned diced tomatoes, with juices, crushed red pepper flakes, cabbage, sweet potato, carrot, turnip, okra, cooked chicken",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thihearty, deliciousoup combinea wonderful variety of vegetablewith peanut butter, a few red pepper flakefor unexpected flavorand just the right amount of kick.","Soups, Stewand Chili Recipes"
86,South African,South AfriBobotie,"Preheat oven to degreeF . Heat oil in a skillet over medium-high heat; add onion, saute until browned, about minutes. Add ground beef to onion, saute until browned, about minutes. Soak bread in milk in a small bowl, mash, add to ground beef mixture; stir in of beaten egg, raisins, vinegar, sugar, turmeric, salt, curry powder, ground black pepper. Transfer beef mixture to glasbaking dish; insert bay leaves. Bake in preheated oven for minutes. Whisk remaining egg, remaining milk together in a small bowl; pour over meat mixture, return to oven for minutes. Serve with chutney. Mutton be substituted for the ground beef. Lemon juice be substituted for the vinegar."," oil, onion, ground beef, bread, milk, egg, seedless raisin, white vinegar, white sugar, ground turmeric, salt, curry powder, ground black pepper, bay leaves, chutney",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"A classic South Afrientree. While not particularly spicy, the dish hacomplex flavorwith the sweetnesof raisincontrasting the curry. Serve with yellow rice.",Cuisine
87,South African,Gisela'Butternut Squash Soup,"Melt butter in a large saucepan or soup pot over medium heat, cook, stir the onion until translucent, about minutes. Pour in the chicken broth, stir in the butternut squash cubesange juice, orange zest. Bring to a boil, reduce heat, simmer until the squash cubeare tender, to minutes. Pour the soup into a blender, filling the pitcher no more than halfway full. Hold down the lid of the blender with a folded kitchen towel, carefully start the blender, using a few quick pulseto get the soup moving before leaving it on to puree. Puree in batcheuntil smooth, pour back into the pot. Alternately, you use a stick blender, puree the soup right in the cooking pot. Whisk in sour cream until smooth, season with salt, pepper. Heat over medium-low heat until almost simmering, serve hot. The number of servingilargely dependent on the size of your butternut, so it be a good idea to double the recipe for soup for a group--it'alwaya big hit!,Substitute vegetable stock for chicken broth to make a vegetarian soup."," butter, onion, chicken broth, butternut squash, seeded, sour cream, salt, pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thiia recipe given to me by my mother before she passed away. Awith anything involving butternut it'a little time intensive but it'well worth it! So creamy, delicious! Garnish with croutonand/or parsley, serve with garlic bread.",Vegetable Soup Recipes
88,South African,Chakalaka,"Heat oil in a skillet over medium heat; stir in onionand bell peppers. Cook, stir until the onion ha turned translucent, about minutes. Add carrots, tomatoes, green chiles, water, bouillon cube, curry powder, chili powder, salt, pepper. Cook until mixture iwell combined, thickened, to minutes."," oil, medium onions, medium green bell peppers, medium carrots, medium tomatoes, small Thai green chiles water, vegetable bouillon, curry powder, chili powder, salt, ground black pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,Thiia staple food in South Africa awell aother parts.,Cuisine
89,South African,Pumpkin Soufflé Casserole,"Preheat the oven to degreeF . Grease a 9-inch baking dish. Beat sugar, butter, eggwith an electric mixer until smooth, creamy. Mix in pumpkin purée until well combined. Add milk, cake flour, baking powder, mix until smooth. Pour mixture into the prepared baking dish, sprinkle cinnamon over top. Bake in the preheated oven until set in the middle, minuteto hour. You use margarine instead of butter. If you only have medium eggs, use four."," white sugar, unsalted butter, large eggs, pumpkin purée, milk, cake flour, baking powder, ground cinnamon more",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,Thipumpkin soufflé casserole ireminiscent of a sweet pumpkin dish I had in South Africa.,Side Dish
90,South African,Ginger Malva Pudding,"Preheat oven to degreeF . Grease, flour a 9-inch cake pan. Combine sugar, egg, butter in a large bowl; beat with an electric mixer until creamy. Beat in apricot jam, vinegar, ginger, baking soda. Add milk, flour; beat until batter ismooth. Pour batter into the prepared pan. Bake in the preheated oven until a toothpick inserted into the center comeout clean, about minutes. Combine milk, butter, sugar, water in a saucepan over medium heat minutebefore pudding idone baking. Bring to a boil, stir until smooth. Pour hot sauce over pudding, let it sink into the pudding."," white sugar, egg, butter, apricot jam, white vinegar, ground ginger, baking soda, milk, all-purpose flour",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioF9ababfdccdaF99.jpg&q=&c=sc&orient=true,Thiia unique take on the traditional South Afrimalva pudding. Serve hot with ice cream or whipped cream cold with hot homemade custard.,Cuisine
91,South African,South AfriBrown Pudding,"Preheat an oven to degreeF . Beat sugar, eggwith an electric mixer in a large bowl until light, fluffy. Stir in the flour, baking powder, baking soda, salt, vinegar, apricot jam. Pour in of milk, stir until well combined. Spoon the batter into a greased, quart oven-proof baking dish. Bake in the preheated oven for to minutes until a knife inserted into the center comeout clean. Pierce the baked pudding several timewith a skewer or fork. Place sugar, water, milk, butter, vanilla in a saucepan, stir over medium heat. When the mixture cometo a boil remove it from the heat, slowly pour the mixture over the hot pudding. Serve warm."," white sugar, eggs, flour, baking powder, baking soda, salt, distilled white vinegar, apricot jam, milk",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,A South Afrifavorite! We call it 'Bruinpoeding' in South Africa.,Cuisine
92,South African,South AfriMalvapoeding ,"Preheat oven to degreeF . In a small saucepan over low heat, melt butter or margarine together with vinegar, milk. Remove from heat, set aside. Meanwhile, sift flour, baking soda, salt together into a separate bowl. Beat sugar, eggwith an electric mixer on high speed until fluffy, light colored, about minutes. Gradually mix in the apricot jam. Fold the dry ingredientinto the egg mixture alternately with warmed milk mixture using a spatula. Pour batter into a greased, quart oven-proof baking dish. Bake approximately minutes until a knife inserted into the center comeout clean. Place cream, butter, sugar, water in a saucepan, stir over moderate heat until the butter hamelted, sugar idissolved. Do not allow the mixture to boil. Remove pudding from the oven, pierce several timewith a skewer or fork, pour the hot cream mixture immediately over the pudding. Serve hot or cold."," butter, white vinegar, milk, superfine sugar, eggs, apricot jelly, cake flour, baking soda, salt",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thirich, South Afripudding containno marshmallows, but probably got itname from itspongy texture! Deliciouserved hot or cold with cream.",Cuisine
93,South African,Tomato Bredie,"Heat oil in a large, heavy-bottomed saucepan over medium-high heat. Dredge lamb in flour; shake off excess. Cook lamb in hot oil until browned all over. Transfer lamb to a plate, reserving drippingin the pan. Cook, stir onion in drippinguntil soft, about minutes. Mix in tomatoes. Return lamb chopto the saucepan; season with bay leaves, bouillon, salt, brown sugar, white peppercorns, black pepper, Worcestershire sauce. Cover, reduce heat, simmer for hour, minutes. Stir occasionally, making sure nothing stickto the bottom of the pan. Stir in potatoes; continue cooking until potatoeare cooked, meat itender, about minutemore."," vegetable oil, lamb or mutton breast, cake flour, large onion, fresh tomatoes white vinegar, bay leaves, beef bouillon cube, salt, brown sugar, whole white peppercorns, freshly ground black pepper, Worcestershire sauce, medium potatoes, quartered ",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFaebbab9e9ebebeeF9.jpg&q=&c=sc&orient=true,"Tomato bredie ia popular South Afrimeal, good winter fare. Bredie ian old Cape name for a dish of meat, vegetablestewed together so that the flavorintermingle. The gravy irich, thick, full-bodied, obtained by using meat with a fair amount of bone, fat, rolling it in flour, browning it before the vegetableare added. The flavor improveif left a day or two before eating. Nice with brown rice.",Cuisine
94,South African,Cape Malay Pickled Fish,"Gather all ingredients. Heat oil in a large skillet over medium-high heat. Season fish with salt, fry in the hot skillet until fish ibrowned, flakeeasily with a fork, about minuteper side. Transfer to a plate. Add onionand garlic to the skillet, cook over medium heat until translucent, about minutes. Add chile pepper, bay leaves, peppercorns, allspice berries, then pour in vinegar, water, bring to a boil. Stir in brown sugar until dissolved. Season with curry powder, cumin, coriander, turmeric. Taste, add brown sugar if desired. Arrange layerof fish, pickling mixture in a serving dish. Pour in pickling liquid to cover the top layer. Let cool to room temperature, about minutes. Cover, refrigerate for at least hourbefore serving."," vegetable oil, cod fillets, salt, large onions into rings, clove garlic, red chile pepper, seeded, large bay leaves, whole black peppercorns, whole allspice berries, red wine vinegar, water, brown sugar, curry powder, ground cumin, ground coriander, ground turmeric",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF99.jpg&q=&c=sc&orient=true,"Thirecipe for pickled fish itraditionally served with hot crosbunor freshly baked bread for Easter in Cape Town, South Africa.","Breakfast, Brunch"
95,Soul Food,Old-Time Kentucky Bacon Milk Gravy for Biscuits,"Heat bacon drippingin a skillet over medium heat; whisk flour into drippinguntil smooth. Reduce the heat to low, cook, stirring constantly so it doesn't burn, until roux icaramel brown in colabout minutes. Stir in salt, black pepper. Add milk, at a time, whisking until thoroughly blended after each addition. Bring gravy to a simmer, then whisk constantly until thick, smooth, bubbling."," bacon drippings, all-purpose flour, salt, ground black pepper, milk",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioF9edbdbd9fcecfbfeF99.jpg&q=&c=sc&orient=true,"I grew up eating thimilk gravy made with bacon grease. Everyone haheard of sausage gravy, but it doesn't compare to this. After frying your bacon for breakfast, use the bacon drippingto make true Kentucky biscuit gravy. Iit fattening? Oh yeah, you better believe it — but it'worth it! Pour it over biscuitand serve with crispy bacon, scrambled or fried eggs.",Side Dish
96,Soul Food,Southern Spicy Fried Chicken,"Sprinkle chicken piecewith salt, pepper; place them in a deep-sided baking dish. Whisk buttermilk, hot pepper sauce, cayenne pepper together in a large bowl; pour over chicken, tossing to coat all sides. Cover the dish with plastic wrap; marinate in the refrigerator for about hours. Remove chicken from buttermilk mixture; shake off excess. Discard remaining buttermilk mixture. Place flour, cayenne pepper, garlic powder, paprika, salt, pepper in a large resealable plastic bag; shake well to combine. Place or pieceof chicken at a time into the plastic bag, shake well to coat chicken piecewith seasoned flour. Heat oil in a deep fryer or large saucepan to degreeF . Gently place chicken pieceinto hot oil, fry until chicken icooked through, golden brown, about to minutefor breastand wings, to minutefor thighand drumsticks. An instant-read thermometer inserted into the center should read at least degreeF . Drain fried chicken on paper towels. Nutrition data for thirecipe includethe full amount of breading ingredients. The actual amount of breading consumed will vary. We have determined the nutritional value of oil based on a retention value of after cooking. The exact amount will vary depending on cooking time, temperature, ingredient density, specific type of oil used."," whole chicken, salt, ground black pepper, quart buttermilk, hot pepper sauce, cayenne pepper, all-purpose flour, cayenne pepper, garlic powder, paprika, salt, ground black pepper, vegetable oil for deep frying",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,"Thispicy fried chicken recipe ifinger-licking good! It'a keeper, a must-try.","Meat, Poultry"
97,Soul Food,Perfect Mixed Greens,"Remove leavefrom collard, mustard, turnip greens; discard stems. Gently wash leavein warm water to remove all soil, sand. Partially fill a clean sink with warm water; stir in chicken broth, salt. Allow greento soak in chicken broth mixture for minutes. Scoop greeninto a colander, allow to drain; do not rinse. Discard chicken broth mixture down the sink. Pour remaining chicken broth into a large pot; mix in greens. Stir in vegetable oil, bacon bits, sugar, garlic, salt, pepper; bring to a boil. Reduce heat to a simmer, cook, stirring occasionally, until greenare tender, minuteto hour.","ecollard greens, mustard greens, turnip greens, chicken broth, salt, vegetable oil, cooked real bacon bits, white sugar, clove garlic salt, pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFf9ecfeffedaaddd9bbFDDD-F-9D-BFB-BFBDA9.jpeg&q=&c=sc&orient=true,"These fresh mixed greenare delicious. The washing procesithe most important part for these tender, tasty greens. Don't forget the sugar! You'll have the most perfect greenif you follow the directionexactly.",Side Dish
98,Soul Food,Southern GritCasserole,"Preheat the oven to degreeF . Lightly grease a large baking dish. Bring water to a boil in a large saucepan; stir in grits. Reduce the heat, cover, simmer until liquid habeen absorbed, about minutes. Mix in Cheddar cheese, of the butter until melted. Cook sausage in a skillet over medium-high heat until browned, crumbly, to minutes. Drain, add to gritmixture. Whisk eggand milk together in a bowl. Pour into the skillet used to cook the sausage. Lightly scramble eggover medium-low heat, then mix into gritmixture. Pour gritmixture into the prepared baking dish. Dot with remaining butter, sprinkle with remaining Cheddar, season with salt, pepper. Bake in the preheated oven until lightly browned, about minutes."," water,shredded Cheddar cheese, butter, ground pork sausage, large egg, milk, salt, pepper",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFcdedfebfbdaaF99AFD-B9E-FE-AA-CEFBE9.jpeg&q=&c=sc&orient=true,"You'll love thigritcasserole with ground sausage, cheese, especially if you're from the South. When I cook it, I place it in the slow cooker to stay warm. There inothing worse than cold gritfor breakfast!",Side Dish
